Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:54 PM,245,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12244.897959183674,122.5,144.95689014324225,225.0,20.0,245.0,122.5,144.95689014324225,225.0,20.0,0,0,0,0,0,0,0,0,0,64,0,12244.897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:54 PM,56,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,53571.42857142857,28.0,21.213203435596427,43.0,13.0,56.0,28.0,21.213203435596427,43.0,13.0,0,0,0,0,0,0,0,0,0,64,0,53571.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:54 PM,58,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,51724.137931034486,29.0,22.627416997969522,45.0,13.0,58.0,29.0,22.627416997969522,45.0,13.0,0,0,0,0,0,0,0,0,0,64,0,51724.137931034486,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:54 PM,57,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,52631.57894736842,28.5,21.920310216782973,44.0,13.0,57.0,28.5,21.920310216782973,44.0,13.0,0,0,0,0,0,0,0,0,0,64,0,52631.57894736842,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:54 PM,44,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,68181.81818181818,22.0,15.556349186104045,33.0,11.0,44.0,22.0,15.556349186104045,33.0,11.0,0,0,0,0,0,0,0,0,0,64,0,68181.81818181818,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:54 PM,55,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,54545.454545454544,27.5,20.506096654409877,42.0,13.0,55.0,27.5,20.506096654409877,42.0,13.0,0,0,0,0,0,0,0,0,0,64,0,54545.454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:54 PM,55,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,54545.454545454544,27.5,21.920310216782973,43.0,12.0,55.0,27.5,21.920310216782973,43.0,12.0,0,0,0,0,0,0,0,0,0,64,0,54545.454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:55 PM,37,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,81081.08108108108,18.5,13.435028842544403,28.0,9.0,37.0,18.5,13.435028842544403,28.0,9.0,0,0,0,0,0,0,0,0,0,64,0,81081.08108108108,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:55 PM,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,12658.227848101267,118.5,139.30003589374985,217.0,20.0,237.0,118.5,139.30003589374985,217.0,20.0,0,0,0,0,0,0,0,0,0,64,0,12658.227848101267,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:55 PM,54,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,55555.555555555555,27.0,19.79898987322333,41.0,13.0,54.0,27.0,19.79898987322333,41.0,13.0,0,0,0,0,0,0,0,0,0,64,0,55555.555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:55 PM,107,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,28037.383177570093,53.5,31.81980515339464,76.0,31.0,107.0,53.5,31.81980515339464,76.0,31.0,0,0,0,0,0,0,0,0,0,64,0,28037.383177570093,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:55 PM,32,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,93750.0,16.0,12.727922061357855,25.0,7.0,32.0,16.0,12.727922061357855,25.0,7.0,0,0,0,0,0,0,0,0,0,64,0,93750.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:55 PM,55,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,54545.454545454544,27.5,20.506096654409877,42.0,13.0,55.0,27.5,20.506096654409877,42.0,13.0,0,0,0,0,0,0,0,0,0,64,0,54545.454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:55 PM,90,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,33333.33333333333,45.0,31.11269837220809,67.0,23.0,90.0,45.0,31.11269837220809,67.0,23.0,0,0,0,0,0,0,0,0,0,64,0,33333.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:55 PM,76,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,39473.68421052631,38.0,25.45584412271571,56.0,20.0,76.0,38.0,25.45584412271571,56.0,20.0,0,0,0,0,0,0,0,0,0,64,0,39473.68421052631,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:55 PM,50,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,60000.0,25.0,18.384776310850235,38.0,12.0,50.0,25.0,18.384776310850235,38.0,12.0,0,0,0,0,0,0,0,0,0,64,0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:55 PM,57,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,52631.57894736842,28.5,20.506096654409877,43.0,14.0,57.0,28.5,20.506096654409877,43.0,14.0,0,0,0,0,0,0,0,0,0,64,0,52631.57894736842,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:56 PM,52,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,57692.307692307695,26.0,19.79898987322333,40.0,12.0,52.0,26.0,19.79898987322333,40.0,12.0,0,0,0,0,0,0,0,0,0,64,0,57692.307692307695,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:56 PM,25,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,120000.0,12.5,10.606601717798213,20.0,5.0,25.0,12.5,10.606601717798213,20.0,5.0,0,0,0,0,0,0,0,0,0,64,0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:56 PM,79,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,37974.6835443038,39.5,24.748737341529164,57.0,22.0,79.0,39.5,24.748737341529164,57.0,22.0,0,0,0,0,0,0,0,0,0,64,0,37974.6835443038,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:56 PM,54,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,55555.555555555555,27.0,21.213203435596427,42.0,12.0,54.0,27.0,21.213203435596427,42.0,12.0,0,0,0,0,0,0,0,0,0,64,0,55555.555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:56 PM,53,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,56603.77358490566,26.5,20.506096654409877,41.0,12.0,53.0,26.5,20.506096654409877,41.0,12.0,0,0,0,0,0,0,0,0,0,64,0,56603.77358490566,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:56 PM,47,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,63829.78723404256,23.5,17.67766952966369,36.0,11.0,47.0,23.5,17.67766952966369,36.0,11.0,0,0,0,0,0,0,0,0,0,64,0,63829.78723404256,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:56 PM,53,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,56603.77358490566,26.5,19.091883092036785,40.0,13.0,53.0,26.5,19.091883092036785,40.0,13.0,0,0,0,0,0,0,0,0,0,64,0,56603.77358490566,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:56 PM,52,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,57692.307692307695,26.0,18.384776310850235,39.0,13.0,52.0,26.0,18.384776310850235,39.0,13.0,0,0,0,0,0,0,0,0,0,64,0,57692.307692307695,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:56 PM,32,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,93750.0,16.0,12.727922061357855,25.0,7.0,32.0,16.0,12.727922061357855,25.0,7.0,0,0,0,0,0,0,0,0,0,64,0,93750.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:56 PM,47,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,63829.78723404256,23.5,17.67766952966369,36.0,11.0,47.0,23.5,17.67766952966369,36.0,11.0,0,0,0,0,0,0,0,0,0,64,0,63829.78723404256,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:57 PM,57,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,52631.57894736842,28.5,21.920310216782973,44.0,13.0,57.0,28.5,21.920310216782973,44.0,13.0,0,0,0,0,0,0,0,0,0,64,0,52631.57894736842,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:57 PM,50,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,60000.0,25.0,16.97056274847714,37.0,13.0,50.0,25.0,16.97056274847714,37.0,13.0,0,0,0,0,0,0,0,0,0,64,0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:57 PM,134,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,22388.059701492537,67.0,38.18376618407357,94.0,40.0,134.0,67.0,38.18376618407357,94.0,40.0,0,0,0,0,0,0,0,0,0,64,0,22388.059701492537,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:57 PM,53,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,56603.77358490566,26.5,19.091883092036785,40.0,13.0,53.0,26.5,19.091883092036785,40.0,13.0,0,0,0,0,0,0,0,0,0,64,0,56603.77358490566,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:57 PM,54,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,55555.555555555555,27.0,21.213203435596427,42.0,12.0,54.0,27.0,21.213203435596427,42.0,12.0,0,0,0,0,0,0,0,0,0,64,0,55555.555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:57 PM,53,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,56603.77358490566,26.5,19.091883092036785,40.0,13.0,53.0,26.5,19.091883092036785,40.0,13.0,0,0,0,0,0,0,0,0,0,64,0,56603.77358490566,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:57 PM,54,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,55555.555555555555,27.0,19.79898987322333,41.0,13.0,54.0,27.0,19.79898987322333,41.0,13.0,0,0,0,0,0,0,0,0,0,64,0,55555.555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:57 PM,54,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,55555.555555555555,27.0,19.79898987322333,41.0,13.0,54.0,27.0,19.79898987322333,41.0,13.0,0,0,0,0,0,0,0,0,0,64,0,55555.555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:57 PM,49,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,61224.48979591837,24.5,16.263455967290593,36.0,13.0,49.0,24.5,16.263455967290593,36.0,13.0,0,0,0,0,0,0,0,0,0,64,0,61224.48979591837,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:57 PM,54,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,55555.555555555555,27.0,21.213203435596427,42.0,12.0,54.0,27.0,21.213203435596427,42.0,12.0,0,0,0,0,0,0,0,0,0,64,0,55555.555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:58 PM,52,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,57692.307692307695,26.0,19.79898987322333,40.0,12.0,52.0,26.0,19.79898987322333,40.0,12.0,0,0,0,0,0,0,0,0,0,64,0,57692.307692307695,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:58 PM,55,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,54545.454545454544,27.5,20.506096654409877,42.0,13.0,55.0,27.5,20.506096654409877,42.0,13.0,0,0,0,0,0,0,0,0,0,64,0,54545.454545454544,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:58 PM,44,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,68181.81818181818,22.0,16.97056274847714,34.0,10.0,44.0,22.0,16.97056274847714,34.0,10.0,0,0,0,0,0,0,0,0,0,64,0,68181.81818181818,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:58 PM,53,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,56603.77358490566,26.5,20.506096654409877,41.0,12.0,53.0,26.5,20.506096654409877,41.0,12.0,0,0,0,0,0,0,0,0,0,64,0,56603.77358490566,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:58 PM,53,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,56603.77358490566,26.5,20.506096654409877,41.0,12.0,53.0,26.5,20.506096654409877,41.0,12.0,0,0,0,0,0,0,0,0,0,64,0,56603.77358490566,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:58 PM,32,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,93750.0,16.0,11.313708498984761,24.0,8.0,32.0,16.0,11.313708498984761,24.0,8.0,0,0,0,0,0,0,0,0,0,64,0,93750.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
127.0.0.1-127.0.0.1-40599-8080-6,127.0.0.1,40599,127.0.0.1,8080,6,19/09/2025 08:29:58 PM,53,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,56603.77358490566,26.5,20.506096654409877,41.0,12.0,53.0,26.5,20.506096654409877,41.0,12.0,0,0,0,0,0,0,0,0,0,64,0,56603.77358490566,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1480,0,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
